trans_id,CUSTOMERACCID,type,operation,TransactionType,Debit,Credit,amount,balance,bankID,BranchID,Channel,TransactionDate
T00196179,2280,Debit,Cash Withdrawal,1,1000,0,1000,48031.1,1,313,5,1/2/2019 12:57
T00198668,2281,Debit,Cash Withdrawal,1,720,0,720,25658.8,1,294,5,1/2/2019 11:11
T00198976,2282,Debit,Cash Withdrawal,1,1440,0,1440,32420.9,1,81,5,1/2/2019 13:51
T00198672,2283,Debit,Cash Withdrawal,1,2000,0,2000,26378.8,1,294,5,1/2/2019 10:38
T01023232,2284,Debit,Cash Withdrawal,1,15400,0,15400,36501.5,1,117,5,1/2/2019 11:10
T01018714,2285,Debit,Cash Withdrawal,1,2200,0,2200,50168.5,1,297,5,1/2/2019 16:32
T01021001,2286,Debit,Cash Withdrawal,1,720,0,720,28864.9,1,45,5,1/2/2019 15:30
T02979459,2287,Debit,Cash Withdrawal,1,8200,0,8200,63311.2,1,121,5,1/2/2019 8:34
T02989301,2288,Debit,Cash Withdrawal,1,6087,0,6087,20365.6,1,138,5,1/2/2019 13:49
T02956617,2289,Debit,Cash Withdrawal,1,18400,0,18400,68798,1,320,5,1/2/2019 8:42
T03353865,2290,Debit,Cash Withdrawal,1,5100,0,5100,57522.9,1,285,5,1/2/2019 8:24
T00957436,2291,Debit,Cash Withdrawal,1,3000,0,3000,41127.7,1,187,5,1/2/2019 12:16
T00956925,2292,Debit,Cash Withdrawal,1,6000,0,6000,57760.7,1,79,5,1/2/2019 16:25
T00958927,2293,Debit,Cash Withdrawal,1,2400,0,2400,25090.3,1,313,5,1/2/2019 8:45
T01008370,2294,Debit,Cash Withdrawal,1,4950,0,4950,13389.7,1,90,5,1/2/2019 10:55
T01011993,2295,Debit,Cash Withdrawal,1,400,0,400,16304.9,1,62,5,1/2/2019 9:07
T01009597,2296,Debit,Cash Withdrawal,1,3000,0,3000,27273.3,1,14,5,1/2/2019 14:14
T01118219,2297,Debit,Cash Withdrawal,1,2040,0,2040,42150.3,1,265,5,1/2/2019 9:44
T01122372,2298,Debit,Cash Withdrawal,1,2100,0,2100,23864.6,1,12,5,1/2/2019 13:02
T01118224,2299,Debit,Cash Withdrawal,1,1920,0,1920,44190.3,1,265,5,1/2/2019 12:47
T01118223,2300,Debit,Cash Withdrawal,1,1200,0,1200,40950.3,1,265,5,1/2/2019 11:38
T02502225,2301,Debit,Cash Withdrawal,1,4300,0,4300,59212.2,1,252,5,1/2/2019 13:30
T02525013,2302,Debit,Cash Withdrawal,1,1080,0,1080,27970.1,1,134,5,1/2/2019 15:54
T02539662,2303,Debit,Cash Withdrawal,1,4800,0,4800,83161.3,1,295,5,1/2/2019 9:14
T00097174,2304,Debit,Cash Withdrawal,1,1380,0,1380,31592.5,1,94,5,1/2/2019 13:13
T00100286,2305,Debit,Cash Withdrawal,1,870,0,870,14439,1,202,5,1/2/2019 9:47
T00105989,2306,Debit,Credit Card Withdrawal,,1100,0,1100,47360.1,1,276,5,1/2/2019 13:03
T00184935,2307,Debit,Cash Withdrawal,1,2700,0,2700,63708.7,1,154,5,1/2/2019 16:58
T00184402,2308,Debit,Cash Withdrawal,1,10560,0,10560,26301,1,87,5,1/2/2019 15:18
T00186688,2309,Debit,Cash Withdrawal,1,600,0,600,14009.1,1,202,5,1/2/2019 13:58
T00186404,2310,Debit,Cash Withdrawal,1,870,0,870,16629.2,1,143,5,1/2/2019 10:49
T00184934,2311,Debit,Cash Withdrawal,1,1000,0,1000,66408.7,1,154,5,1/2/2019 11:28
T00184439,2312,Debit,Cash Withdrawal,1,600,0,600,25701,1,87,5,1/2/2019 13:55
T00086041,2313,Debit,Cash Withdrawal,1,2240,0,2240,23045.4,1,62,5,1/2/2019 14:49
T00084148,2314,Debit,Cash Withdrawal,1,4200,0,4200,27462.2,1,297,5,1/2/2019 9:13
T00083109,2315,Debit,Cash Withdrawal,1,700,0,700,67472.1,1,262,5,1/2/2019 11:09
T00082765,2316,Debit,Cash Withdrawal,1,1800,0,1800,25289.5,1,109,5,1/2/2019 14:36
T00092291,2317,Debit,Cash Withdrawal,1,390,0,390,16019.3,1,111,5,1/2/2019 10:14
T00090579,2318,Debit,Cash Withdrawal,1,720,0,720,17318.5,1,228,5,1/2/2019 10:03
T00930227,2319,Debit,Cash Withdrawal,1,2800,0,2800,42938.6,1,317,5,1/2/2019 12:12
T00929054,2320,Debit,Credit Card Withdrawal,,2100,0,2100,71850.2,1,197,5,1/2/2019 14:20
T00929052,2321,Debit,Credit Card Withdrawal,,1500,0,1500,70350.2,1,197,5,1/2/2019 14:40
T00547977,2322,Debit,Cash Withdrawal,1,800,0,800,29153.7,1,221,5,1/2/2019 9:48
T00551598,2323,Debit,Cash Withdrawal,1,8100,0,8100,45148.5,1,8,5,1/2/2019 11:15
T00550261,2324,Debit,Cash Withdrawal,1,480,0,480,34978.2,1,239,5,1/2/2019 14:44
T00548394,2325,Debit,Cash Withdrawal,1,2400,0,2400,76397.6,1,210,5,1/2/2019 11:26
T00607160,2326,Debit,Cash Withdrawal,1,700,0,700,40646.7,1,185,5,1/2/2019 15:47
T00604867,2327,Debit,Credit Card Withdrawal,,1500,0,1500,33119.1,1,15,5,1/2/2019 9:07
T00708260,2328,Debit,Cash Withdrawal,1,2880,0,2880,28950.5,1,238,5,1/2/2019 16:49
T00709472,2329,Debit,Cash Withdrawal,1,2700,0,2700,35816.7,1,251,5,1/2/2019 13:35
T00708419,2330,Debit,Cash Withdrawal,1,1200,0,1200,27750.5,1,238,5,1/2/2019 10:44
T02583339,2331,Debit,Cash Withdrawal,1,22400,0,22400,58786.6,1,297,5,1/2/2019 11:45
T00492233,2332,Debit,Cash Withdrawal,1,18800,0,18800,42709.1,1,85,5,1/2/2019 15:45
T00517362,2333,Debit,Cash Withdrawal,1,20700,0,20700,58955.6,1,7,5,1/2/2019 9:25
T00731365,2334,Debit,Cash Withdrawal,1,3600,0,3600,36340.9,1,315,5,1/3/2019 10:02
T00731009,2335,Debit,Cash Withdrawal,1,2800,0,2800,27081.6,1,195,5,1/3/2019 14:10
T00800241,2336,Debit,Cash Withdrawal,1,960,0,960,50800.7,1,262,5,1/3/2019 12:04
T00800215,2337,Debit,Cash Withdrawal,1,1800,0,1800,49000.7,1,262,5,1/3/2019 14:00
T00803040,2338,Debit,Cash Withdrawal,1,3360,0,3360,44390.8,1,211,5,1/3/2019 14:07
T01045417,2339,Debit,Cash Withdrawal,1,800,0,800,31877.8,1,284,5,1/3/2019 16:46
T01044490,2340,Debit,Cash Withdrawal,1,600,0,600,27964.5,1,101,5,1/3/2019 12:56
T00655571,2341,Debit,Cash Withdrawal,1,2560,0,2560,46705,1,112,5,1/3/2019 14:30
T00654843,2342,Debit,Cash Withdrawal,1,600,0,600,27099.7,1,73,5,1/3/2019 10:00
T00694500,2343,Debit,Cash Withdrawal,1,2880,0,2880,54668.4,1,171,5,1/3/2019 11:24
T02343744,2344,Debit,Cash Withdrawal,1,12900,0,12900,45469.8,1,95,5,1/3/2019 8:00
T02309112,2345,Debit,Cash Withdrawal,1,20400,0,20400,35618.3,1,31,5,1/3/2019 15:19
T02720135,2346,Credit,Credit in Cash,,0,11459,11459,104406.6,1,82,5,1/3/2019 10:06
T02720356,2347,Debit,Cash Withdrawal,1,52100,0,52100,52306.6,1,82,5,1/3/2019 10:30
T00917072,2348,Credit,Credit in Cash,,0,19823,19823,49239.6,1,165,5,1/3/2019 13:55
T00917564,2349,Debit,Cash Withdrawal,1,2640,0,2640,39092,1,144,5,1/3/2019 14:31
T00961823,2350,Debit,Cash Withdrawal,1,2160,0,2160,28345,1,179,5,1/3/2019 12:06
T00965004,2351,Debit,Cash Withdrawal,1,4000,0,4000,24528.2,1,39,5,1/3/2019 12:25
T01068070,2352,Debit,Cash Withdrawal,1,5640,0,5640,40575.9,1,190,5,1/3/2019 14:09
T01064714,2353,Debit,Cash Withdrawal,1,3240,0,3240,50342.2,1,270,5,1/3/2019 14:53
T01067084,2354,Debit,Cash Withdrawal,1,3052,0,3052,47963.3,1,209,5,1/3/2019 14:56
T01064288,2355,Debit,Cash Withdrawal,1,2160,0,2160,54269.1,1,344,5,1/3/2019 10:00
T01779075,2356,Credit,Credit in Cash,,0,16896,16896,22766.9,1,160,5,1/3/2019 16:03
T00047722,2357,Debit,Cash Withdrawal,1,2760,0,2760,62740.4,1,299,5,1/3/2019 16:28
T00047264,2358,Debit,Cash Withdrawal,1,26700,0,26700,39387.5,1,239,5,1/3/2019 8:09
T00044801,2359,Debit,Cash Withdrawal,1,1450,0,1450,95944.5,1,223,5,1/3/2019 13:20
T00050773,2360,Debit,Cash Withdrawal,1,700,0,700,46596.6,1,212,5,1/3/2019 15:44
T00054029,2361,Debit,Cash Withdrawal,1,3300,0,3300,24096.1,1,142,5,1/3/2019 15:41
T00021644,2362,Debit,Credit Card Withdrawal,,1600,0,1600,49307.9,1,287,5,1/3/2019 16:07
T00026304,2363,Debit,Cash Withdrawal,1,450,0,450,24099.7,1,329,5,1/3/2019 14:48
T00032468,2364,Debit,Cash Withdrawal,1,210,0,210,18319,1,178,5,1/3/2019 12:06
T00037392,2365,Debit,Cash Withdrawal,1,8700,0,8700,55449.6,1,235,5,1/3/2019 12:23
T00040546,2366,Debit,Cash Withdrawal,1,3600,0,3600,60025.2,1,90,5,1/3/2019 13:39
T00040359,2367,Debit,Cash Withdrawal,1,8600,0,8600,17322.6,1,329,5,1/3/2019 10:02
T00895999,2368,Debit,Cash Withdrawal,1,1700,0,1700,59524.1,1,176,5,1/3/2019 11:03
T00899077,2369,Debit,Cash Withdrawal,1,3120,0,3120,33188.5,1,288,5,1/3/2019 11:15
T00896845,2370,Debit,Cash Withdrawal,1,1920,0,1920,30676.7,1,326,5,1/3/2019 8:46
T00895998,2371,Debit,Cash Withdrawal,1,1900,0,1900,57624.1,1,176,5,1/3/2019 12:16
T00898557,2372,Debit,Cash Withdrawal,1,480,0,480,33177.7,1,96,5,1/3/2019 13:05
T00502890,2373,Debit,Cash Withdrawal,1,1600,0,1600,18317.6,1,224,5,1/3/2019 16:12
T00499795,2374,Debit,Cash Withdrawal,1,1500,0,1500,22945.4,1,289,5,1/3/2019 10:12
T00555636,2375,Debit,Cash Withdrawal,1,270,0,270,60265.2,1,91,5,1/3/2019 13:36
T00556036,2376,Debit,Cash Withdrawal,1,3700,0,3700,15236.7,1,117,5,1/3/2019 13:17
T00641744,2377,Debit,Cash Withdrawal,1,12900,0,12900,34920,1,256,5,1/3/2019 15:38
T00641726,2378,Debit,Cash Withdrawal,1,1500,0,1500,65820,1,256,5,1/3/2019 8:29
T00645375,2379,Debit,Cash Withdrawal,1,480,0,480,15966,1,346,5,1/3/2019 8:43
T00641713,2380,Debit,Cash Withdrawal,1,18000,0,18000,47820,1,256,5,1/3/2019 8:49
T00640379,2381,Debit,Cash Withdrawal,1,1520,0,1520,26921.5,1,91,5,1/3/2019 11:32
T00645374,2382,Debit,Cash Withdrawal,1,2160,0,2160,16446,1,346,5,1/3/2019 8:55
T01852953,2383,Debit,Cash Withdrawal,1,3500,0,3500,45528.4,1,335,5,1/3/2019 13:48
T01850510,2384,Debit,Cash Withdrawal,1,4200,0,4200,62091.8,1,162,5,1/3/2019 10:35
T00453508,2385,Debit,Cash Withdrawal,1,1800,0,1800,32649.1,1,345,5,1/3/2019 8:11
T00451364,2386,Debit,Cash Withdrawal,1,8800,0,8800,34516.2,1,345,5,1/3/2019 10:14
T00451610,2387,Debit,Cash Withdrawal,1,7680,0,7680,46775.2,1,48,5,1/3/2019 13:21
T00451209,2388,Debit,Cash Withdrawal,1,2640,0,2640,43316.2,1,345,5,1/3/2019 16:01
T00473041,2389,Debit,Cash Withdrawal,1,1680,0,1680,67412.9,1,100,5,1/3/2019 9:32
T00471844,2390,Debit,Cash Withdrawal,1,2809,0,2809,40611.3,1,13,5,1/3/2019 15:58
T01107886,2391,Debit,Cash Withdrawal,1,1800,0,1800,27639.1,1,329,5,1/3/2019 16:07
T01108541,2392,Credit,Credit in Cash,,0,45843,45843,88530.1,1,143,5,1/3/2019 16:24
T02068925,2393,Debit,Cash Withdrawal,1,7200,0,7200,22339.6,1,163,5,1/3/2019 10:30
T02068920,2394,Debit,Cash Withdrawal,1,8700,0,8700,29539.6,1,163,5,1/3/2019 10:10
T00271630,2395,Debit,Cash Withdrawal,1,12800,0,12800,24676.5,1,89,5,1/3/2019 14:52
T00271664,2396,Debit,Cash Withdrawal,1,3360,0,3360,21316.5,1,89,5,1/3/2019 10:13
T00270179,2397,Debit,Cash Withdrawal,1,18400,0,18400,36754.6,1,224,5,1/3/2019 9:54
T00270809,2398,Debit,Cash Withdrawal,1,3000,0,3000,38697.9,1,189,5,1/3/2019 15:34
T00269160,2399,Debit,Cash Withdrawal,1,1800,0,1800,27177,1,50,5,1/3/2019 8:11
T00303231,2400,Debit,Cash Withdrawal,1,11303,0,11303,48516.8,1,20,5,1/3/2019 8:53
T00304043,2401,Debit,Cash Withdrawal,1,1000,0,1000,47054.4,1,260,5,1/3/2019 11:08
T00304045,2402,Debit,Cash Withdrawal,1,1000,0,1000,46054.4,1,260,5,1/3/2019 12:37
T00335836,2403,Debit,Cash Withdrawal,1,570,0,570,16856.9,1,166,5,1/3/2019 14:29
T00335840,2404,Debit,Cash Withdrawal,1,840,0,840,16016.9,1,166,5,1/3/2019 14:15
T00333559,2405,Debit,Cash Withdrawal,1,900,0,900,16482.4,1,336,5,1/3/2019 16:05
T00651107,2406,Debit,Cash Withdrawal,1,1920,0,1920,18919.6,1,282,5,1/3/2019 16:49
T00646800,2407,Debit,Cash Withdrawal,1,2240,0,2240,26944.6,1,264,5,1/3/2019 14:17
T00651094,2408,Debit,Cash Withdrawal,1,4900,0,4900,14019.6,1,282,5,1/3/2019 9:56
T00236385,2409,Credit,Credit in Cash,,0,1800,1800,35018.8,1,280,5,1/3/2019 9:51
T00239483,2410,Debit,Cash Withdrawal,1,4560,0,4560,23545.9,1,178,5,1/3/2019 13:58
T00236712,2411,Debit,Cash Withdrawal,1,3100,0,3100,13616.5,1,326,5,1/3/2019 12:34
T00236884,2412,Debit,Cash Withdrawal,1,2880,0,2880,25158.2,1,25,5,1/3/2019 15:57
T00241839,2413,Debit,Cash Withdrawal,1,2300,0,2300,34075.5,1,110,5,1/3/2019 14:47
T00241978,2414,Debit,Cash Withdrawal,1,660,0,660,17018.7,1,136,5,1/3/2019 10:24
T01075816,2415,Debit,Cash Withdrawal,1,5700,0,5700,37186.5,1,102,5,1/3/2019 12:11
T01002446,2416,Debit,Cash Withdrawal,1,960,0,960,33972.2,1,145,5,1/3/2019 9:21
T01004829,2417,Debit,Cash Withdrawal,1,1440,0,1440,36650.5,1,42,5,1/3/2019 11:09
T01005518,2418,Debit,Cash Withdrawal,1,2400,0,2400,12418.6,1,286,5,1/3/2019 12:30
T01004148,2419,Debit,Cash Withdrawal,1,8100,0,8100,35414.1,1,82,5,1/3/2019 11:35
T01062377,2420,Debit,Cash Withdrawal,1,6600,0,6600,23217.8,1,93,5,1/3/2019 15:16
T01058497,2421,Debit,Cash Withdrawal,1,720,0,720,67174.2,1,276,5,1/3/2019 8:23
T01056834,2422,Debit,Cash Withdrawal,1,2800,0,2800,14884.9,1,271,5,1/3/2019 14:41
T01183446,2423,Debit,Cash Withdrawal,1,25200,0,25200,27058.3,1,112,5,1/3/2019 9:42
T03242376,2424,Debit,Cash Withdrawal,1,2300,0,2300,38168.7,1,14,5,1/3/2019 14:55
T00176970,2425,Debit,Cash Withdrawal,1,2900,0,2900,23688.4,1,48,5,1/3/2019 13:34
T00177533,2426,Credit,Credit in Cash,,0,1900,1900,20316.6,1,150,5,1/3/2019 13:25
T00179557,2427,Debit,Cash Withdrawal,1,4500,0,4500,13578.6,1,30,5,1/3/2019 16:44
T00181155,2428,Debit,Cash Withdrawal,1,330,0,330,15821.5,1,186,5,1/3/2019 16:25
T00178460,2429,Debit,Cash Withdrawal,1,960,0,960,52241.1,1,136,5,1/3/2019 15:20
T00341204,2430,Debit,Cash Withdrawal,1,1680,0,1680,26979.6,1,180,5,1/3/2019 8:58
T00341205,2431,Debit,Cash Withdrawal,1,1760,0,1760,25219.6,1,180,5,1/3/2019 8:30
T00339224,2432,Debit,Credit Card Withdrawal,,1900,0,1900,62294.8,1,53,5,1/3/2019 12:08
T00130770,2433,Debit,Cash Withdrawal,1,500,0,500,45795.1,1,297,5,1/3/2019 10:46
T00130023,2434,Debit,Cash Withdrawal,1,1800,0,1800,37961.1,1,247,5,1/3/2019 12:19
T00971392,2435,Debit,Cash Withdrawal,1,12300,0,12300,26526.7,1,78,5,1/3/2019 15:44
T00972429,2436,Credit,Credit in Cash,,0,13700,13700,17359.3,1,303,5,1/3/2019 11:54
T00670571,2437,Debit,Cash Withdrawal,1,2280,0,2280,27302.8,1,26,5,1/3/2019 15:32
T00672135,2438,Debit,Cash Withdrawal,1,4500,0,4500,35931.8,1,112,5,1/3/2019 10:44
T00671273,2439,Debit,Cash Withdrawal,1,660,0,660,27361.9,1,81,5,1/3/2019 15:58
T00670347,2440,Debit,Cash Withdrawal,1,1500,0,1500,51559.7,1,99,5,1/3/2019 12:03
T00675185,2441,Debit,Cash Withdrawal,1,3100,0,3100,20752.2,1,173,5,1/3/2019 8:05
T00772058,2442,Debit,Cash Withdrawal,1,2700,0,2700,59987.7,1,257,5,1/3/2019 14:00
T03282394,2443,Debit,Cash Withdrawal,1,6900,0,6900,6800.3,1,260,5,1/3/2019 13:39
T03253578,2444,Debit,Cash Withdrawal,1,2700,0,2700,41524.8,1,46,5,1/3/2019 9:49
T03249333,2445,Credit,Credit in Cash,,0,15418,15418,54107.2,1,218,5,1/3/2019 14:04
T00538604,2446,Debit,Cash Withdrawal,1,2700,0,2700,19789.7,1,197,5,1/3/2019 11:03
T00538065,2447,Debit,Cash Withdrawal,1,1320,0,1320,21226.5,1,107,5,1/3/2019 15:52
T00537650,2448,Debit,Cash Withdrawal,1,1440,0,1440,36709.9,1,251,5,1/3/2019 11:01
T00540129,2449,Debit,Cash Withdrawal,1,2500,0,2500,27553.3,1,79,5,1/3/2019 11:47
T00536644,2450,Debit,Cash Withdrawal,1,480,0,480,27438.1,1,296,5,1/3/2019 8:32
T00568834,2451,Debit,Cash Withdrawal,1,360,0,360,19852.2,1,76,5,1/3/2019 13:54
T00572647,2452,Credit,Credit in Cash,,0,1800,1800,21893.6,1,177,5,1/3/2019 9:24
T00573023,2453,Debit,Cash Withdrawal,1,6720,0,6720,21212.2,1,245,5,1/3/2019 9:47
T00573051,2454,Debit,Cash Withdrawal,1,1560,0,1560,27932.2,1,245,5,1/3/2019 14:04
T00570222,2455,Debit,Cash Withdrawal,1,480,0,480,16423.8,1,332,5,1/3/2019 15:00
T01372532,2456,Debit,Cash Withdrawal,1,5100,0,5100,29298.3,1,116,5,1/3/2019 12:27
T01345027,2457,Debit,Cash Withdrawal,1,2100,0,2100,55583.3,1,22,5,1/3/2019 10:16
T01345030,2458,Debit,Cash Withdrawal,1,1800,0,1800,53783.3,1,22,5,1/3/2019 10:24
T01365805,2459,Credit,Credit in Cash,,0,800,800,800,1,212,5,1/3/2019 13:47
T01387420,2460,Debit,Cash Withdrawal,1,22300,0,22300,51443.5,1,153,5,1/3/2019 16:32
T02023345,2461,Debit,Cash Withdrawal,1,2100,0,2100,21127.2,1,26,5,1/3/2019 11:52
T02039146,2462,Debit,Cash Withdrawal,1,5400,0,5400,29651.3,1,187,5,1/3/2019 14:34
T00391839,2463,Debit,Cash Withdrawal,1,20800,0,20800,71220.8,1,265,5,1/3/2019 14:03
T00392082,2464,Debit,Cash Withdrawal,1,1200,0,1200,13716,1,325,5,1/3/2019 12:07
T00433048,2465,Debit,Cash Withdrawal,1,2300,0,2300,29729.9,1,335,5,1/3/2019 12:48
T00433543,2466,Debit,Cash Withdrawal,1,660,0,660,15215,1,72,5,1/3/2019 12:13
T00530808,2467,Debit,Cash Withdrawal,1,3900,0,3900,22500.1,1,140,5,1/3/2019 14:12
T00534368,2468,Debit,Cash Withdrawal,1,4640,0,4640,44421.6,1,117,5,1/3/2019 16:42
T00531166,2469,Debit,Cash Withdrawal,1,600,0,600,36894.1,1,191,5,1/3/2019 10:19
T00781335,2470,Debit,Cash Withdrawal,1,900,0,900,47376.6,1,288,5,1/3/2019 9:07
T00777410,2471,Debit,Cash Withdrawal,1,1920,0,1920,41879.4,1,105,5,1/3/2019 11:59
T00778658,2472,Debit,Cash Withdrawal,1,2000,0,2000,20195.8,1,47,5,1/3/2019 16:05
T00777839,2473,Debit,Credit Card Withdrawal,,3000,0,3000,49078.3,1,48,5,1/3/2019 11:31
T00347735,2474,Debit,Cash Withdrawal,1,1040,0,1040,21437.4,1,68,5,1/3/2019 11:02
T00353927,2475,Debit,Cash Withdrawal,1,9300,0,9300,41297.7,1,181,5,1/3/2019 8:49
T00353274,2476,Debit,Cash Withdrawal,1,1500,0,1500,38890.8,1,132,5,1/3/2019 8:24
T00351549,2477,Debit,Cash Withdrawal,1,2640,0,2640,37800.3,1,94,5,1/3/2019 14:51
T01244605,2478,Debit,Cash Withdrawal,1,4200,0,4200,72621.2,1,152,5,1/3/2019 14:25
T01243928,2479,Debit,Cash Withdrawal,1,6300,0,6300,30534.2,1,114,5,1/3/2019 12:48
T00863596,2480,Debit,Cash Withdrawal,1,1500,0,1500,74004.6,1,208,5,1/3/2019 12:20
T00970786,2481,Debit,Cash Withdrawal,1,2760,0,2760,31541.5,1,18,5,1/3/2019 16:41
T00970520,2482,Debit,Cash Withdrawal,1,400,0,400,49139.6,1,6,5,1/3/2019 9:48
T00970788,2483,Debit,Cash Withdrawal,1,1440,0,1440,34301.5,1,18,5,1/3/2019 14:04
T01150965,2484,Debit,Cash Withdrawal,1,510,0,510,26162.5,1,311,5,1/3/2019 13:23
T01151491,2485,Debit,Cash Withdrawal,1,1600,0,1600,47527.4,1,211,5,1/3/2019 12:50
T01151874,2486,Debit,Cash Withdrawal,1,1700,0,1700,26199.8,1,60,5,1/3/2019 8:12
T01151215,2487,Debit,Cash Withdrawal,1,400,0,400,20107.4,1,166,5,1/3/2019 8:35
T00784500,2488,Debit,Cash Withdrawal,1,700,0,700,23698,1,14,5,1/3/2019 10:10
T00827503,2489,Debit,Cash Withdrawal,1,5700,0,5700,30852,1,348,5,1/3/2019 12:30
T00826930,2490,Debit,Cash Withdrawal,1,1200,0,1200,43769.8,1,64,5,1/3/2019 15:42
T00822691,2491,Debit,Cash Withdrawal,1,480,0,480,34114.9,1,259,5,1/3/2019 16:07
T00827469,2492,Debit,Cash Withdrawal,1,18000,0,18000,36552,1,348,5,1/3/2019 11:41
T03333231,2493,Debit,Cash Withdrawal,1,4800,0,4800,48560.7,1,159,5,1/3/2019 8:53
T03336130,2494,Debit,Cash Withdrawal,1,9600,0,9600,52873.4,1,238,5,1/3/2019 16:29
T00977303,2495,Debit,Cash Withdrawal,1,6600,0,6600,46652.3,1,88,5,1/3/2019 10:28
T00981619,2496,Debit,Cash Withdrawal,1,960,0,960,16350.3,1,56,5,1/3/2019 14:37
T00982207,2497,Debit,Cash Withdrawal,1,4200,0,4200,22093,1,136,5,1/3/2019 9:31
T01035327,2498,Credit,Credit in Cash,,0,600,600,600,1,330,5,1/3/2019 13:10
T01033705,2499,Debit,Cash Withdrawal,1,5400,0,5400,38250,1,127,5,1/3/2019 9:20
T01033315,2500,Debit,Cash Withdrawal,1,690,0,690,36361.3,1,313,5,1/3/2019 10:57
T01031111,2501,Debit,Cash Withdrawal,1,6000,0,6000,21106.5,1,48,5,1/3/2019 8:21
T01144624,2502,Debit,Cash Withdrawal,1,600,0,600,49741.1,1,71,5,1/3/2019 9:03
T01147387,2503,Credit,Credit in Cash,,0,23545,23545,48372.3,1,157,5,1/3/2019 13:53
T01149746,2504,Debit,Cash Withdrawal,1,2400,0,2400,55550,1,334,5,1/3/2019 10:00
T01149114,2505,Debit,Cash Withdrawal,1,2880,0,2880,17612.8,1,154,5,1/3/2019 16:26
T01148656,2506,Debit,Cash Withdrawal,1,500,0,500,28389,1,267,5,1/3/2019 13:54
T01149309,2507,Debit,Cash Withdrawal,1,4960,0,4960,53071.3,1,177,5,1/3/2019 11:25
T02885426,2508,Debit,Cash Withdrawal,1,14200,0,14200,33155.1,1,82,5,1/3/2019 14:15
T02869049,2509,Debit,Cash Withdrawal,1,10500,0,10500,9127.5,1,46,5,1/3/2019 9:03
T02874758,2510,Debit,Cash Withdrawal,1,1920,0,1920,41308.3,1,119,5,1/3/2019 12:45
T00124919,2511,Debit,Cash Withdrawal,1,1600,0,1600,37558.8,1,229,5,1/3/2019 13:32
T00153498,2512,Debit,Cash Withdrawal,1,3360,0,3360,26989.4,1,102,5,1/3/2019 14:42
T00155790,2513,Debit,Cash Withdrawal,1,8400,0,8400,41474.1,1,177,5,1/3/2019 11:32
T00154714,2514,Debit,Cash Withdrawal,1,1600,0,1600,21858.8,1,43,5,1/3/2019 10:58
T00154005,2515,Debit,Cash Withdrawal,1,2600,0,2600,24345.1,1,199,5,1/3/2019 11:44
T00223920,2516,Debit,Cash Withdrawal,1,2080,0,2080,20555.2,1,65,5,1/3/2019 16:02
T00221309,2517,Debit,Cash Withdrawal,1,1760,0,1760,15821.5,1,198,5,1/3/2019 13:34
T00223158,2518,Debit,Cash Withdrawal,1,150,0,150,49512.2,1,149,5,1/3/2019 13:03
T00118060,2519,Debit,Cash Withdrawal,1,5880,0,5880,38061.7,1,68,5,1/3/2019 14:27
T00115555,2520,Debit,Cash Withdrawal,1,22500,0,22500,43205.2,1,31,5,1/3/2019 16:27
T00114752,2521,Debit,Cash Withdrawal,1,1100,0,1100,23506.7,1,339,5,1/3/2019 10:22
T00114754,2522,Debit,Cash Withdrawal,1,2300,0,2300,21206.7,1,339,5,1/3/2019 8:01
T00115179,2523,Debit,Cash Withdrawal,1,2760,0,2760,21638.7,1,185,5,1/3/2019 15:04
T00953229,2524,Debit,Cash Withdrawal,1,2080,0,2080,17783,1,343,5,1/3/2019 10:32
T00952525,2525,Debit,Cash Withdrawal,1,2280,0,2280,20008.2,1,119,5,1/3/2019 12:10
T00953823,2526,Debit,Cash Withdrawal,1,570,0,570,19023.5,1,346,5,1/3/2019 9:03
T00578038,2527,Debit,Cash Withdrawal,1,34200,0,34200,56431,1,82,5,1/3/2019 9:04
T00574161,2528,Debit,Cash Withdrawal,1,240,0,240,17195.3,1,296,5,1/3/2019 11:05
T00576409,2529,Debit,Cash Withdrawal,1,600,0,600,49891.6,1,197,5,1/3/2019 12:20
T00573690,2530,Debit,Cash Withdrawal,1,3480,0,3480,41410.2,1,339,5,1/3/2019 17:00
T00635890,2531,Debit,Cash Withdrawal,1,7100,0,7100,54311.2,1,88,5,1/3/2019 12:28
T02908146,2532,Credit,Credit in Cash,,0,15329,15329,37842.3,1,275,5,1/3/2019 15:56
T02931874,2533,Credit,Credit in Cash,,0,14400,14400,40864.5,1,338,5,1/3/2019 16:20
T02912700,2534,Debit,Cash Withdrawal,1,8700,0,8700,32299.1,1,204,5,1/3/2019 10:11
T00509730,2535,Debit,Cash Withdrawal,1,1600,0,1600,17273.6,1,309,5,1/3/2019 14:52
T00513811,2536,Debit,Cash Withdrawal,1,5225,0,5225,56193.5,1,218,5,1/3/2019 16:37
T00512075,2537,Debit,Cash Withdrawal,1,16700,0,16700,51036.6,1,264,5,1/3/2019 16:54
T01265917,2538,Debit,Cash Withdrawal,1,950,0,950,16219.2,1,310,5,1/3/2019 15:13
T01250394,2539,Debit,Cash Withdrawal,1,6300,0,6300,41719.9,1,145,5,1/3/2019 13:03
T01252482,2540,Debit,Cash Withdrawal,1,19600,0,19600,49181.9,1,143,5,1/3/2019 8:29
